24 4118 28 25361 23 1196 10 10988 22 5279 30 29239 37 50 55 58 5343 10498 12216 13247 49 67 73 76 39157 61502 68950 73419
6 353 4 2325 3 223 4 208 8 427 3 4331 4 15 19 21 230 809 1002 1118 4 7 8 9 212 6677 8832 10125
5 324 4 273 4 230 3 164 3 216 4 287 5 9 10 11 400 581 641 677 4 9 11 12 212 588 713 788
8 515 6 469 5 400 3 164 7 430 5 462 12 16 18 19 702 1026 1134 1199 13 13 13 13 839 1052 1123 1166
7 468 7 542 4 208 7 364 7 451 4 416 12 16 18 19 702 1026 1134 1199 13 13 13 13 839 1052 1123 1166
9 682 8 706 4 278 7 364 7 566 4 562 18 19 19 19 1243 1393 1443 1473 13 14 14 14 1195 1412 1485 1528
10 931 9 4186 4 278 5 260 7 900 9 7405 18 19 19 19 1494 2065 2256 2370 15 21 23 25 1558 11996 15476 17564
12 2272 9 5234 8 2447 3 156 9 1770 10 7378 20 24 26 27 4031 4236 4304 4345 18 22 24 25 7061 14198 16576 18004
16 2826 12 5554 16 2790 13 1548 7 1374 9 7174 20 24 26 27 4031 4236 4304 4345 18 22 24 25 7061 14198 16576 18004
18 3730 14 3506 16 3450 15 3014 8 2300 5 2546 28 28 28 28 4373 6279 6914 7295 18 19 19 19 5702 6517 6789 6952
33 4672 39 33531 28 3450 20 5702 22 2960 33 37626 51 60 63 64 7550 8132 8326 8443 72 81 84 85 73855 80468 82673 83996
46 7450 61 60053 46 7550 72 73855 12 3980 24 30157 51 60 63 64 8521 11959 13105 13793 72 81 84 85 81864 83672 84275 84636
39 6820 56 58164 40 5450 59 56655 8 4001 14 23454 46 49 50 50 7469 11538 12895 13709 72 72 72 72 81864 83672 84275 84636
23 3484 41 41853 29 3579 34 39610 12 2757 17 22258 30 36 38 39 5450 6661 7065 7307 46 61 66 69 45482 67311 74587 78953
12 1535 23 22805 10 508 19 20367 8 1976 14 17414 10 21 25 27 1064 3695 4572 5099 34 41 43 45 39610 43133 44307 45012
7 480 9 5893 6 414 8 559 2 314 5 7820 10 10 10 10 508 841 952 1019 10 15 17 18 8009 15423 17895 19378
6 384 6 1887 6 407 6 339 2 175 1 3063 7 8 9 9 414 575 629 661 8 8 8 8 579 5037 6522 7414
5 576 5 570 6 414 6 339 2 363 1 464 7 8 9 9 683 1006 1114 1178 6 7 7 7 579 1107 1282 1388
11 2341 27 29961 10 1222 8 1459 9 2108 28 35803 10 22 25 28 4064 4973 5276 5458 56 63 65 67 73204 73926 74167 74311
33 6174 53 57154 30 4453 56 73204 30 4904 27 28658 35 67 78 84 5580 11564 13559 14756 68 77 80 82 74408 76752 77533 78002
51 7762 61 50272 35 4453 68 58384 26 4535 18 26751 78 84 86 88 10305 13454 14504 15134 70 78 81 82 74408 76752 77533 78002
51 5522 53 44362 38 4453 54 35696 24 2469 18 26950 78 81 82 83 5165 8249 9277 9893 70 74 76 77 58384 75841 81660 85151
30 3426 31 29296 24 4279 30 14563 30 1818 26 31316 38 65 74 80 4437 4873 5019 5106 36 61 69 74 35696 66765 77122 83336
18 1939 18 20714 4 252 3 1385 32 2291 29 33826 5 52 68 77 4279 4810 4987 5094 12 51 64 72 14563 58312 72895 81645
3 212 3 436 1 52 1 144 5 288 4 519 4 10 11 13 252 556 657 718 3 7 9 10 600 1071 1227 1322
4 245 4 242 4 208 4 208 4 269 3 187 4 10 11 13 208 538 648 714 4 8 9 10 208 443 521 568
5 266 4 234 4 208 4 208 4 257 3 198 4 10 11 13 208 538 648 714 4 8 9 10 208 443 521 568
1 83 1 91 1 52 1 52 1 84 1 77 3 3 3 3 156 187 197 203 3 3 3 3 156 187 197 203
0 31 0 39 0 0 1 40 0 41 0 38 1 1 1 1 52 83 93 99 1 1 1 1 52 83 93 99
5 304 5 314 2 104 2 104 5 384 5 369 8 12 13 14 404 770 891 965 9 12 13 13 444 766 874 938
13 1488 14 4420 15 1014 14 982 8 1485 7 7194 16 22 24 26 1658 3219 3739 4051 21 22 23 23 1808 11981 15371 17406
25 3355 28 9464 25 2926 24 8775 13 2449 19 7641 27 40 44 47 4260 6220 6874 7266 24 48 56 61 17531 18270 18516 18664
19 3078 24 9123 16 2926 24 8775 17 2699 22 8005 25 39 44 47 4260 6220 6874 7266 24 48 56 61 17531 18270 18516 18664
6 763 6 1894 2 143 1 91 9 1107 8 3444 5 17 20 23 680 2027 2476 2746 7 17 20 22 495 5463 7118 8112
3 259 3 188 4 196 2 104 1 216 2 159 4 4 4 4 208 491 585 642 4 5 6 6 196 375 435 471
5 349 3 218 4 208 4 196 2 209 2 116 8 9 9 9 542 612 636 650 6 6 6 6 312 358 373 382
6 414 4 253 8 542 6 312 3 269 2 143 8 9 9 9 660 669 672 673 6 6 6 6 368 380 384 387
6 681 5 291 8 660 6 357 3 491 2 149 8 9 9 9 675 1188 1359 1462 6 7 7 7 368 399 410 416
2 438 2 155 0 0 0 0 3 603 3 191 4 7 8 9 660 1182 1356 1461 5 6 7 7 357 395 408 415
5 347 4 260 4 332 3 241 4 315 4 246 10 11 11 11 660 711 728 738 8 9 10 10 421 551 594 620
3 255 3 205 3 202 2 150 4 275 4 234 4 8 10 11 332 579 662 711 3 7 9 10 241 479 558 606
3 220 3 188 3 156 2 150 4 274 4 234 3 8 10 11 202 527 636 701 3 7 9 10 156 445 541 599
0 41 0 41 0 0 0 0 1 60 1 60 1 2 2 2 52 114 135 147 1 2 2 2 52 114 135 147
0 39 0 28 0 0 0 0 0 55 0 37 1 1 1 1 52 106 124 135 1 1 1 1 52 75 83 87
1 74 0 39 1 52 1 52 1 72 0 34 2 2 2 2 143 162 168 172 1 1 1 1 52 75 83 87
2 141 1 93 2 143 1 91 1 93 1 64 3 3 3 3 175 241 263 277 2 2 2 2 144 166 174 178
2 144 1 106 3 156 2 144 1 93 1 69 3 3 3 3 175 241 263 277 3 3 3 3 156 171 176 179
1 98 1 78 1 52 1 52 1 109 1 77 3 3 3 3 156 234 260 275 2 2 2 2 156 171 176 179
0 10 0 10 0 0 0 0 0 20 0 20 0 0 0 0 0 31 41 47 0 0 0 0 0 31 41 47
0 49 0 39 1 52 0 0 0 52 0 55 1 1 1 1 52 106 124 135 1 1 1 1 52 106 124 135
1 78 1 67 1 52 0 0 1 56 1 84 2 2 2 2 143 143 143 143 2 3 3 3 143 174 185 191
4 1161 3 1818 3 144 1 52 3 2096 4 3513 4 8 9 10 208 3294 4323 4940 4 9 11 12 196 5385 7115 8153
3 1122 2 1779 1 52 0 0 4 2116 5 3532 4 8 9 10 208 3294 4323 4940 1 8 10 12 52 5327 7086 8141
28 5499 96 127784 7 427 6 312 48 8357 182 251013 11 80 102 116 5352 15171 18443 20407 13 282 372 426 8845 381397 505580 580091
104 8923 101 135060 126 9991 18 21396 90 8115 180 247557 149 203 221 232 12480 18022 19869 20978 22 286 373 426 23830 387391 508577 581290
127 14720 134 172321 126 12480 33 37170 67 6334 169 233611 149 203 221 232 21717 22240 22415 22520 138 332 397 436 149444 437636 533700 591339
56 7997 40 43047 37 6822 22 21396 54 8210 49 54690 85 123 136 143 9991 17550 20070 21582 33 96 116 129 37170 104534 126989 140462
12 1647 11 8993 7 427 6 468 12 2590 11 14319 9 25 31 34 561 4317 5569 6321 9 23 28 31 6915 25068 31118 34749
5 366 4 244 4 286 3 182 2 112 2 131 7 8 8 8 427 507 534 550 6 7 8 8 312 405 436 455
5 451 3 173 4 326 2 156 3 201 3 161 9 9 9 9 561 702 749 778 3 6 7 8 182 353 410 445
15 2523 11 2613 9 797 2 182 17 2775 14 3110 12 34 41 46 3770 5970 6704 7144 18 29 33 35 6058 6482 6623 6708
29 5072 38 27211 14 3770 18 6058 25 3711 48 47919 49 61 65 68 7438 9533 10232 10651 37 93 112 123 6765 76438 99662 113597
33 5306 41 28102 25 3886 23 6765 22 2894 45 47465 47 60 65 68 5045 8576 9753 10460 32 91 111 123 7637 76787 99836 113666
29 4014 38 26736 25 3886 23 2875 26 3987 47 48153 47 60 65 68 5045 8576 9753 10460 32 91 111 123 7637 76787 99836 113666
6 1213 8 1781 2 156 2 180 9 1930 12 2945 3 16 20 23 712 3311 4178 4698 3 20 26 29 934 4955 6296 7100
3 731 3 912 2 194 2 104 3 960 4 1271 2 6 8 9 712 1840 2216 2442 2 8 9 11 934 2395 2882 3175
3 619 3 1446 2 156 2 934 3 987 4 1396 3 7 8 9 194 1633 2113 2401 3 8 10 11 2822 3150 3260 3326
5 959 5 1400 5 391 6 426 3 987 4 1403 8 9 9 9 1603 2197 2395 2513 7 10 11 11 2822 3150 3260 3326
7 716 6 548 5 391 6 382 5 558 4 581 8 13 15 16 1136 1416 1509 1565 7 11 12 13 426 1174 1424 1574
9 990 9 1027 5 391 6 382 6 985 5 960 17 18 18 18 1136 2167 2511 2717 14 15 16 16 1674 2238 2426 2538
10 1224 14 7680 12 1136 14 1674 7 1046 12 13148 17 18 18 18 1860 2457 2656 2775 17 28 32 34 2614 21389 27648 31403
8 1382 55 69670 7 1708 5 260 7 1126 88 122850 12 17 19 20 1860 2589 2832 2977 36 152 191 214 33907 201949 257962 291571
13 2907 85 109094 12 1860 36 33907 5 2273 85 119247 18 19 20 20 3075 5547 6371 6866 137 192 211 222 174185 258060 286018 302793
8 2864 34 39757 7 2685 7 1140 5 2381 51 67785 10 14 16 17 3075 5547 6371 6866 21 90 113 127 23141 113767 143976 162101
8 2233 15 15437 9 2685 7 1140 4 1310 16 20594 10 11 12 12 3384 3592 3662 3704 21 35 40 43 23141 40866 46774 50319
22 3885 34 27769 13 3384 21 3039 20 1918 34 33540 18 45 53 59 3732 6022 6785 7243 45 75 85 91 52683 70165 75992 79489
19 2633 24 17046 13 2078 3 164 22 2760 36 32406 18 45 53 59 3384 5883 6715 7215 21 66 80 90 3039 50307 66063 75517
9 854 12 8316 6 307 5 1593 8 868 12 14254 18 20 21 21 1729 1938 2008 2050 21 28 30 32 3039 23260 30001 34045
7 555 9 7875 6 307 5 992 7 635 12 14445 10 17 19 21 690 1313 1521 1645 8 23 27 31 1593 22682 29712 33930
23 2608 25 19399 10 690 8 992 29 3954 31 24323 22 57 69 76 1729 6947 8686 9730 33 63 73 79 36742 50136 54601 57280
36 4635 35 30914 23 5551 3 195 34 4029 41 39457 73 77 79 80 7003 9056 9741 10152 84 85 86 86 59066 80781 88019 92362
38 5215 35 30927 23 5551 4 208 31 3404 40 39447 73 77 79 80 7003 9056 9741 10152 84 85 86 86 59066 80781 88019 92362
20 3116 11 5100 11 2108 4 208 20 2207 17 9917 23 44 50 55 5551 5809 5895 5947 4 28 36 41 256 15062 19998 22959
61 6285 67 53916 58 5982 45 21673 52 5015 79 85014 100 122 130 134 9574 12186 13057 13579 70 158 188 206 24934 143573 183120 206848
72 6686 77 65054 58 5982 45 24934 41 4605 72 80601 100 122 130 134 9574 12186 13057 13579 70 158 188 206 54487 155395 189030 209212
65 4186 94 109757 53 3531 77 102193 39 2818 71 78691 69 110 124 132 3877 7295 8434 9118 123 180 198 210 167929 200771 211719 218287
49 3304 97 120474 53 3531 120 129959 16 999 48 68230 61 65 67 68 3877 4258 4385 4461 123 141 147 151 167929 187638 194208 198150
68 5411 165 207229 61 4512 122 140160 27 2630 97 131901 65 98 109 116 5575 8458 9419 9995 154 274 313 338 200778 358144 410600 442073
74 6370 154 187687 65 5575 122 140160 37 3047 106 147165 113 117 119 120 9480 10020 10200 10308 154 274 313 338 200778 358144 410600 442073
50 5587 58 56618 36 5279 38 44785 36 2098 47 52405 65 93 103 109 5575 7918 8699 9167 105 115 118 120 89660 119960 130059 136120
41 5331 32 26040 27 5202 24 8396 37 2311 37 33778 36 82 97 106 5279 7799 8639 9143 26 73 89 98 31396 66354 78007 84998
32 5077 47 44754 27 4310 26 16007 21 2237 59 66437 35 57 65 69 5202 7588 8384 8861 39 113 138 153 31396 117929 146774 164081
60 8717 99 103920 49 9180 42 26871 36 3658 90 116697 73 103 113 119 10566 12824 13577 14028 163 213 230 240 175619 250514 275479 290458
65 9058 119 132190 49 9180 85 96705 31 3791 76 97540 73 103 113 119 10566 12824 13577 14028 163 213 230 240 175619 250514 275479 290458
30 5815 47 47597 34 3136 42 48004 17 5042 23 31100 47 48 48 48 8607 12040 13185 13872 60 75 80 83 61314 82548 89626 93873
22 2751 37 32945 20 2610 31 9171 11 2014 25 35700 34 34 34 34 3136 5029 5660 6039 39 66 75 81 48004 77224 86964 92808
38 4891 32 15636 34 3868 31 9171 18 2941 14 11750 49 61 65 67 6292 8418 9127 9552 44 49 51 52 22832 30333 32833 34333
47 6425 40 19314 49 6292 44 22481 17 3069 13 10388 62 66 67 68 9836 9845 9848 9849 53 53 53 53 22832 30333 32833 34333
34 4138 31 15964 23 3034 27 10372 17 2950 19 11459 49 56 59 60 3868 7457 8654 9372 53 53 53 53 22481 30192 32763 34305
20 3185 17 10198 22 2280 20 6755 8 2225 10 9569 23 29 31 33 3034 5711 6604 7139 27 28 29 29 10372 21124 24708 26859
25 3602 19 11908 29 3055 22 5193 11 2209 12 10603 34 37 38 38 4343 6235 6866 7244 30 33 34 35 20482 25168 26730 27668
28 3443 22 8988 29 3055 22 8787 10 1475 9 6572 38 38 38 38 4343 5183 5463 5631 26 32 34 35 9788 16204 18343 19626
52 6439 41 23093 38 5743 26 18025 32 3167 34 18218 57 90 101 108 7643 10166 11007 11511 27 76 92 102 20482 43223 50803 55351
66 9378 49 25857 60 9485 44 18025 25 2455 31 17146 62 92 102 108 11848 12043 12108 12147 45 83 96 103 26800 45750 52067 55857
37 6010 33 24403 57 7643 44 18025 26 4825 16 19916 60 61 61 61 9485 11097 11635 11957 45 46 47 47 26800 46979 53706 57742
15 2626 20 17603 3 156 4 469 23 4779 21 23753 9 40 51 57 699 7583 9878 11255 45 46 47 47 26800 46979 53706 57742
1 52 10 12149 1 52 2 104 1 56 18 24141 1 2 2 2 52 114 135 147 4 30 39 44 212 36344 48388 55615
2 135 2 401 3 156 2 104 2 121 2 584 4 5 5 5 208 270 291 303 4 5 6 6 364 1070 1305 1446
4 272 5 567 4 208 4 364 4 254 5 578 6 9 10 11 312 567 652 703 7 11 12 13 881 1277 1409 1488
3 220 4 515 2 104 2 104 4 267 5 605 4 8 10 11 208 526 631 695 4 10 11 13 881 1277 1409 1488
3 199 3 228 1 52 2 104 4 273 5 331 3 8 10 11 156 505 621 691 3 9 11 13 156 591 735 823
1 52 1 52 1 52 0 0 1 56 1 65 1 2 2 2 52 114 135 147 2 2 2 2 104 135 145 151
2 104 2 124 1 52 3 156 2 118 2 116 3 4 5 5 156 249 280 299 3 4 5 5 156 249 280 299
9 992 5 498 4 309 3 156 11 1601 5 691 6 21 26 29 312 2637 3411 3876 6 12 14 16 312 1245 1556 1743
47 5996 45 21819 32 4187 17 1868 44 6224 48 39191 80 101 108 113 8478 13501 15176 16181 80 106 115 120 6870 62777 81413 92594
69 10731 62 32087 80 8478 64 19276 37 6179 38 35586 97 108 112 114 16851 18267 18739 19023 80 106 115 120 32372 72978 86513 94634
68 12341 59 36173 80 13490 52 23401 26 5476 34 33068 83 91 94 95 16851 18267 18739 19023 64 100 111 119 32372 72978 86513 94634
58 10398 43 19279 63 12775 40 19276 20 3612 14 8005 65 75 79 81 13490 13539 13555 13565 52 60 63 64 23401 27464 28818 29631
44 8402 48 19261 62 12775 52 17777 23 5990 13 6853 63 64 64 64 13490 13539 13555 13565 57 62 64 65 23401 27464 28818 29631
65 8149 70 31406 63 12318 40 17484 44 5792 62 32798 114 115 115 115 12681 13215 13393 13500 57 138 165 182 17777 65198 81005 90490
82 7593 69 31961 98 5884 32 17484 35 4264 64 33004 114 115 115 115 12318 12535 12608 12651 76 146 169 183 25336 68222 82517 91094
74 5832 65 30935 80 5412 26 24821 33 3614 67 34311 98 108 112 114 5884 9744 11031 11803 76 146 169 183 25336 68222 82517 91094
34 2371 13 6653 19 1297 14 1504 30 2080 9 9338 61 72 76 78 4252 4948 5180 5319 19 23 24 25 6202 17373 21097 23331
19 2904 13 7728 12 1297 14 1504 20 4085 10 9597 19 42 50 54 1304 7136 9080 10247 14 24 27 29 11346 19570 22311 23956
40 4754 35 21179 58 5370 31 23671 30 3881 34 15323 62 69 72 73 6023 9024 10024 10624 34 73 86 94 25053 37517 41672 44165
53 7334 46 29774 58 6023 34 25053 16 2257 32 18901 62 69 72 73 8886 10169 10597 10853 65 86 93 97 45827 50811 52473 53470
42 5079 30 20366 45 5368 28 20969 12 2266 20 19312 48 56 59 60 5370 7479 8182 8604 34 52 58 62 23671 41949 48042 51697
51 5685 44 23197 45 3730 29 19159 25 3240 23 16795 48 79 90 96 8886 9688 9955 10116 65 73 76 77 20969 40868 47501 51481
45 4189 40 21749 34 3542 29 19159 30 3262 24 8192 48 79 90 96 4375 7883 9053 9755 56 69 74 77 20969 30669 33902 35842
22 1912 22 15201 12 760 13 12633 16 1697 18 12559 34 42 45 46 3542 4041 4208 4308 29 45 50 53 18848 29820 33478 35672
14 1142 17 9020 6 312 8 431 16 1622 19 14301 11 33 40 45 572 2853 3614 4070 13 38 47 52 7078 25112 31124 34731
7 484 7 387 6 312 7 431 3 297 2 154 7 11 12 13 704 854 904 934 8 10 11 11 437 542 577 598
8 547 7 423 8 468 7 457 3 268 2 152 9 12 13 13 704 854 904 934 9 10 11 11 468 554 583 600
7 596 7 550 8 528 7 468 3 183 3 120 9 10 10 10 572 801 877 923 9 10 11 11 658 702 717 726
7 494 7 535 8 528 7 568 3 77 3 165 10 10 10 10 551 563 567 570 10 11 11 11 658 702 717 726
18 1770 15 2546 11 572 12 732 11 1580 8 3695 30 33 34 34 3334 3754 3894 3978 22 26 28 29 1262 6450 8179 9217
29 3067 21 4969 32 3334 22 4759 10 1344 8 3714 35 39 40 41 4035 4236 4303 4343 30 30 30 30 8347 9284 9596 9784
24 2615 18 6120 30 3046 13 7338 12 1568 10 3380 32 38 40 41 4035 4236 4303 4343 30 30 30 30 8347 9284 9596 9784
13 1278 11 3289 6 300 6 339 14 1603 10 3731 14 30 36 39 1327 3152 3761 4126 12 23 27 29 7338 7943 8145 8266
6 348 6 347 6 300 6 312 3 170 3 167 8 10 11 11 392 550 603 634 6 9 10 11 339 534 599 638
5 312 5 323 4 240 6 312 3 202 3 190 8 10 11 11 392 550 603 634 6 9 10 11 339 534 599 638
7 627 6 375 8 644 5 300 4 513 4 223 12 12 12 12 656 1188 1365 1472 11 11 11 11 611 642 653 659
4 474 4 221 2 135 2 104 4 581 3 217 8 10 11 11 644 1183 1363 1471 5 8 9 10 300 486 548 586
3 223 3 218 2 135 2 143 4 224 3 211 4 8 10 11 247 485 564 612 4 8 9 10 247 465 538 581
4 221 3 200 4 247 4 247 3 163 2 122 6 7 8 8 300 400 434 454 5 6 6 6 248 317 340 354
4 213 3 195 3 156 4 172 3 152 2 104 6 7 8 8 300 400 434 454 5 6 6 6 248 317 340 354
5 308 5 269 5 260 5 248 3 202 2 157 9 10 10 10 468 550 577 594 7 7 7 7 364 451 480 497
5 324 5 318 6 353 6 300 3 178 2 166 6 9 10 10 353 504 554 584 6 7 7 7 482 498 503 506
7 431 6 406 6 353 6 482 3 221 3 215 11 11 11 11 605 686 713 730 8 9 10 10 509 617 653 674
7 772 6 1031 6 741 6 689 3 511 3 800 11 11 11 11 1158 1366 1435 1477 10 10 10 10 1767 2005 2085 2133
9 912 7 1055 10 754 8 689 2 380 2 770 11 11 11 11 1158 1366 1435 1477 10 10 10 10 1767 2005 2085 2133
7 644 6 735 6 754 6 460 4 381 4 759 10 12 13 13 854 1036 1097 1133 8 11 12 13 806 1621 1893 2056
5 345 5 281 6 406 4 196 5 307 5 289 7 11 12 13 415 678 766 818 7 11 12 13 352 624 715 769
4 261 3 215 2 143 2 143 3 261 3 198 7 8 9 9 415 585 642 676 7 7 7 7 352 460 496 517
5 316 3 228 4 208 2 143 3 258 3 228 9 9 9 9 531 631 665 685 8 8 8 8 468 506 519 526
3 197 3 184 2 143 2 143 3 176 3 166 4 7 7 8 208 401 466 505 5 7 8 8 260 384 426 451
4 336 3 393 3 195 3 260 3 425 2 399 4 8 9 10 208 788 982 1098 5 6 6 6 573 879 980 1042
4 448 3 420 3 332 3 392 3 391 2 393 6 9 10 10 485 899 1037 1120 7 7 7 7 573 879 980 1042
14 3898 13 4696 6 485 7 1083 14 4469 12 5253 28 32 34 35 7697 9547 10164 10534 21 28 31 32 9451 11312 11933 12305
36 8377 29 16147 34 7697 23 9451 26 6036 23 17412 36 63 72 78 10781 15317 16829 17736 34 55 62 67 12554 34995 42476 46964
