76 36402 85 55535 93 43164 76 38444 32 22912 47 59170 100 102 103 103 43959 60715 66300 69651 90 138 154 163 39510 118751 145165 161013 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
78 31428 82 41625 93 21672 76 37170 35 23787 39 33278 100 112 116 119 43959 60715 66300 69651 90 126 138 145 38444 77999 91183 99095 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
50 10139 60 37274 47 8849 50 24025 40 6821 49 35426 61 97 108 116 11517 17610 19641 20859 69 117 133 143 37170 77489 90929 98993 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
27 6127 50 39943 14 6864 50 24025 22 3970 39 48611 47 55 58 59 8849 10449 10983 11303 69 96 105 111 37170 94962 114226 125785 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
8 2720 40 41537 7 2856 14 3402 3 2337 41 52794 10 12 13 13 2933 5291 6077 6549 56 91 103 110 68766 107601 120545 128313 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
8 2695 38 40754 8 2933 10 938 3 2395 42 53376 10 12 13 13 3013 5323 6093 6555 56 91 103 110 68766 107601 120545 128313 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
5 1322 15 14063 5 269 5 239 1 1347 20 27352 5 6 7 7 2933 2981 2997 3006 9 37 46 52 938 41634 55200 63339 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
3 690 3 275 4 199 5 200 2 1164 3 345 5 6 7 7 200 1887 2450 2787 5 7 8 8 239 658 798 882 1 1 0 1 1 0 1 2 0 1 2 0 1 4 0 1 4 0 1 3 0 1 3 0
1 73 1 73 1 40 0 0 1 78 1 96 2 3 3 3 126 169 184 193 2 3 4 4 126 193 216 229 1 2 0 1 2 0 1 3 0 1 3 0 2 1 0 2 1 0 2 1 0 2 1 0
2 634 10 10600 0 0 0 0 3 1207 19 21137 2 6 7 8 126 1879 2463 2814 2 30 40 46 126 31776 42325 48656 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0
10 2421 64 79513 8 3048 50 52876 12 2127 79 102972 9 24 28 32 3296 4700 5168 5449 55 152 184 204 66286 193481 235879 261318 1 1 0 1 1 0 1 1 0 1 1 0 2 2 1 2 2 1 2 2 1 2 2 1
22 3096 132 165754 15 3048 79 98571 14 1540 88 116363 34 40 42 44 3296 4700 5168 5449 217 242 250 255 278278 310969 321866 328404 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
21 2201 113 142281 15 944 79 98571 15 1852 105 139044 34 40 42 44 2685 4456 5046 5400 217 242 250 255 278278 310969 321866 328404 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
6 779 29 33780 5 928 9 1320 5 410 31 41736 10 13 14 14 944 1102 1155 1186 52 68 73 76 68533 86555 92563 96167 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
5 2183 27 28070 5 1208 17 1640 4 2179 23 33175 10 10 10 10 2535 4752 5490 5934 52 55 56 56 68533 68729 68795 68834 1 1 0 1 1 0 1 1 0 1 1 0 2 2 0 2 2 0 2 2 0 2 2 0
6 2908 36 40966 5 2535 41 50880 4 2019 24 34369 11 11 11 11 3504 5139 5684 6011 57 61 63 64 68861 77616 80534 82285 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
23 5395 49 42510 11 6230 54 41229 18 2174 19 26342 44 46 47 47 6822 7618 7883 8042 65 68 69 70 50880 70423 76938 80847 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
29 5336 55 48635 35 4825 54 41229 16 1873 26 31074 44 46 47 47 6822 7618 7883 8042 71 84 89 92 50880 83278 94077 100557 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
20 3634 42 34197 9 3383 17 12591 17 2118 33 36690 35 42 45 46 4825 6023 6422 6662 71 84 89 92 35348 77065 90971 99314 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
5 2228 11 6284 7 2640 13 7330 3 1740 6 5152 7 8 8 8 3383 4122 4369 4517 16 16 16 16 10841 11891 12241 12451 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
9 2524 11 5529 7 2692 13 5919 6 2005 6 4753 15 16 17 17 4616 4734 4774 4798 15 17 18 18 8475 10944 11767 12261 1 1 0 1 1 0 1 1 0 1 1 0 2 2 0 2 2 0 2 2 0 2 2 0
16 3042 18 9235 15 2692 19 8475 11 2048 12 7056 18 29 33 35 4814 5372 5558 5669 21 31 35 37 10258 17018 19272 20624 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
24 5353 38 25546 18 5744 24 14201 12 2032 25 24280 37 39 40 40 6020 7344 7785 8050 39 67 77 83 21526 52573 62922 69132 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
22 5930 37 24681 14 5744 24 14201 13 1325 26 24985 37 39 40 40 6020 7344 7785 8050 39 67 77 83 21526 52573 62922 69132 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
12 6912 17 7008 12 5554 24 6099 7 6312 9 5036 14 20 22 23 6020 13700 16259 17796 24 24 24 24 11053 12941 13571 13949 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
7 4630 8 2097 2 123 2 662 8 7264 9 2324 10 18 21 22 4107 12934 15877 17642 12 19 22 23 3357 5002 5550 5879 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
9 5689 10 2624 7 3912 10 2734 8 6906 8 2169 12 19 21 23 5554 13513 16166 17758 13 20 22 24 3588 5094 5596 5898 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
5 2715 6 1420 5 2603 7 584 3 1908 4 1457 7 10 11 11 3912 4897 5225 5422 10 11 12 12 2734 3246 3417 3519 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
12 3746 20 13891 10 2603 10 2528 10 2837 25 24802 12 24 28 31 5554 7245 7809 8147 13 47 59 66 2734 39166 51310 58597 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
14 4325 60 66286 11 4366 71 63455 9 2933 48 64451 12 24 28 31 6687 7698 8035 8238 77 113 124 132 89834 140952 157991 168215 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
13 4742 72 82898 12 4684 77 88178 3 2290 40 55854 17 17 17 17 6687 7018 7128 7194 80 114 125 132 89834 140952 157991 168215 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
13 4746 90 107465 14 4684 80 88178 4 1980 31 43598 17 17 17 17 6081 6775 7007 7146 116 128 132 135 140843 161355 168193 172295 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
11 3849 82 98472 9 4039 80 88178 4 1580 18 23056 14 16 17 17 4684 5522 5801 5969 85 103 109 113 102960 125689 133266 137812 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
11 4772 94 114494 10 4039 85 102960 3 2013 52 75188 14 16 17 17 6081 7248 7637 7870 116 153 166 173 140843 198242 217375 228855 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
13 5755 82 96574 10 4039 85 102960 4 4213 62 87211 18 18 18 18 8026 10923 11889 12468 117 154 166 174 134461 195689 216099 228345 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
9 4429 29 28688 10 1228 11 2805 8 5158 44 52934 18 18 18 18 8026 10923 11889 12468 20 78 97 109 6138 83131 108796 124195 1 1 0 1 1 0 1 1 0 1 1 0 2 2 1 2 2 1 2 2 1 2 2 1
8 3123 48 56102 10 1228 11 2805 7 3745 54 67876 13 17 18 19 4482 7711 8788 9434 104 116 120 122 128433 140913 145073 147569 1 1 0 1 1 0 1 1 0 1 1 0 2 2 1 2 2 1 2 2 1 2 2 1
14 5691 112 138808 13 4594 124 149233 8 3642 62 78642 20 24 25 26 9474 9708 9786 9833 138 171 182 188 177930 214215 226310 233567 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
17 7944 151 191270 17 9219 138 177930 5 2038 25 33079 20 24 25 26 9474 9708 9786 9833 170 183 188 191 220595 231281 234843 236980 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
12 5688 109 137473 15 5990 134 170188 4 2349 56 75855 15 16 16 16 6569 8159 8689 9007 138 157 163 167 177930 203529 212062 217181 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
8 4517 48 57845 5 5185 6 418 5 3163 55 72405 15 15 15 15 5990 7927 8573 8960 97 119 126 131 118234 149406 159797 166031 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
12 10036 27 25096 6 5185 5 877 11 14450 36 46619 15 26 30 32 5990 25516 32025 35930 26 68 82 91 5980 73332 95783 109253 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
10 8854 8 1465 5 353 5 270 12 14965 9 2275 6 22 28 31 5185 25194 31864 35866 5 17 21 24 877 3938 4959 5571 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
7 3569 9 2084 6 353 5 877 6 5096 8 3066 6 14 17 18 3962 9582 11456 12580 10 19 22 24 1189 5370 6764 7600 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
7 4807 8 2366 6 3962 6 1189 6 4939 9 2984 8 15 17 19 6642 10654 11992 12794 10 19 22 24 2112 5739 6948 7674 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
8 5215 10 3847 8 3810 6 2112 6 4589 8 3080 9 15 17 19 6642 10654 11992 12794 15 21 23 25 6872 7643 7900 8055 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
11 5452 12 3620 9 5150 15 3173 5 2463 5 1834 17 17 17 17 6642 8311 8867 9201 17 18 18 18 4186 5797 6334 6657 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
12 5353 13 3388 11 4265 12 3477 4 2083 4 923 17 17 17 17 5150 7714 8569 9082 17 18 18 18 4186 4283 4315 4335 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
9 4402 10 3162 9 4205 12 3802 5 2991 5 1610 11 14 15 16 4265 7360 8392 9011 12 15 16 16 4186 4283 4315 4335 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
8 4355 9 4116 9 4205 10 4348 4 2937 4 2345 9 12 13 13 4265 7262 8261 8860 12 13 13 13 5318 6394 6753 6968 1 1 0 1 1 0 1 1 0 1 1 0 2 2 0 2 2 0 2 2 0 2 2 0
5 3436 6 3056 6 3874 8 2854 5 3408 5 2838 9 12 13 13 4049 7175 8217 8843 10 12 13 13 5318 6394 6753 6968 2 1 0 2 1 0 2 1 0 2 1 0 1 3 0 1 3 0 1 3 0 1 3 0
8 4359 9 3545 9 4049 10 3055 5 3078 5 2242 12 15 16 16 4221 7480 8567 9219 11 14 15 15 5318 6026 6262 6404 1 1 0 1 1 0 1 1 0 1 1 0 2 2 0 2 2 0 2 2 0 2 2 0
8 3765 8 2814 12 4221 11 3055 6 3574 6 2516 13 15 16 16 4872 7741 8697 9271 13 14 15 15 4440 5675 6087 6334 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
6 2933 6 2225 2 80 2 110 7 3845 6 2727 13 15 16 16 4872 7741 8697 9271 13 14 15 15 4440 5675 6087 6334 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
4 2801 5 1316 2 80 2 110 5 4094 6 2066 7 11 12 13 3264 7667 9135 10015 7 13 15 17 1010 3633 4508 5033 1 1 0 1 1 0 1 1 0 1 1 0 2 2 0 2 2 0 2 2 0 2 2 0
7 5084 9 2889 7 3872 7 2781 4 3683 6 2181 11 12 13 13 7684 9435 10019 10369 13 16 17 17 5274 5339 5361 5374 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
6 4447 8 2703 6 3872 7 2781 5 4184 6 2365 11 12 13 13 7684 9435 10019 10369 13 16 17 17 5274 5339 5361 5374 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
10 5433 10 2514 11 7684 13 1652 8 4467 8 2445 18 19 20 20 9462 9749 9845 9902 18 19 19 19 5274 5448 5506 5540 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
10 5153 9 1705 10 6322 9 1269 8 4371 8 2037 18 19 20 20 9462 9749 9845 9902 18 19 19 19 1652 3999 4781 5251 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
10 4455 10 1343 10 4175 11 1269 6 3474 6 987 13 17 19 20 6322 8493 9217 9651 12 16 18 19 1652 2451 2717 2877 1 1 0 1 1 0 1 1 0 1 1 0 2 2 0 2 2 0 2 2 0 2 2 0
7 3494 8 2277 8 3873 11 2724 4 2541 4 1717 9 11 12 12 4175 6221 6902 7312 12 13 13 13 2984 4113 4490 4716 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
6 3486 8 2783 8 3873 11 2984 3 2539 4 1577 9 10 10 10 4136 6205 6895 7309 12 13 13 13 3341 4256 4561 4744 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
5 3427 6 2209 6 3873 7 2724 3 1791 3 1157 6 9 10 10 4136 4819 5047 5183 8 10 11 11 2727 3095 3218 3291 1 1 0 1 1 0 1 1 0 1 1 0 2 2 0 2 2 0 2 2 0 2 2 0
4 2626 4 1670 5 2497 6 2256 2 1826 3 1211 6 6 6 6 3851 4705 4990 5161 8 8 8 8 2727 2847 2887 2911 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
11 4441 15 9935 5 3811 6 2609 13 2658 19 15776 6 25 32 36 5275 7579 8347 8807 8 35 43 49 2928 26035 33738 38359 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
14 5751 18 11501 8 3999 8 2928 12 2883 17 15123 15 29 34 37 9115 9247 9291 9317 18 39 45 50 8164 28130 34785 38778 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
7 4211 7 3275 6 3872 7 2609 4 2965 5 2669 8 12 13 14 3999 7200 8267 8908 7 13 15 17 3195 6176 7170 7766 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
5 3139 6 2315 6 3875 7 2755 2 1550 2 1180 7 7 7 7 3913 3964 3981 3992 8 8 8 8 3195 3211 3216 3219 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
6 4292 7 2750 7 3913 8 2785 3 2878 3 1574 7 9 10 10 4550 7271 8177 8722 9 11 12 12 3222 4257 4602 4809 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
7 4572 9 2621 7 3875 9 2755 2 2469 2 1449 9 10 10 10 4550 7271 8177 8722 11 12 12 12 2785 4082 4515 4774 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
6 3878 8 2346 7 4274 9 2301 2 1244 2 1164 9 9 9 9 4550 4948 5081 5160 11 11 11 11 2785 3531 3780 3929 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
5 3017 6 1826 5 3993 6 2301 2 1914 3 1451 8 8 8 8 4274 4838 5026 5138 9 10 10 10 2349 3357 3692 3894 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
4 2631 4 1591 5 3912 6 2301 3 2181 3 1328 7 7 7 7 3993 4725 4969 5116 8 8 8 8 2349 2899 3083 3193 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
3 1857 3 1126 1 40 1 40 3 2303 3 1395 7 7 7 7 3912 4766 5051 5222 7 7 7 7 2325 2890 3078 3191 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0
4 3116 3 1084 0 0 0 0 5 4120 4 1350 7 10 11 12 5336 8282 9264 9854 7 9 10 10 2325 2787 2941 3034 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0 2 1 0
6 4311 6 1752 6 5274 6 2346 5 3906 6 1466 12 12 12 12 6035 8562 9404 9910 11 14 15 15 3096 3231 3276 3303 1 2 0 1 2 0 1 2 0 1 2 0 1 3 0 1 3 0 1 3 0 1 3 0
11 5329 12 5098 12 5274 11 3096 8 3260 9 5933 13 20 23 24 6035 8562 9404 9910 16 22 24 26 3321 11365 14047 15656 1 1 0 1 1 0 1 1 0 1 1 0 2 2 1 2 2 1 2 2 1 2 2 1
9 3632 9 5014 6 3945 7 2828 8 1906 9 5961 7 18 22 24 5092 5201 5237 5259 8 19 23 25 3170 11305 14017 15644 1 1 0 1 1 0 1 1 0 1 1 0 2 2 1 2 2 1 2 2 1 2 2 1
10 3826 11 5577 7 3945 8 2828 7 1940 7 5580 8 18 22 24 5092 5618 5794 5899 8 19 23 25 3170 11305 14017 15644 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
6 3574 7 2419 7 3945 7 2549 1 2553 1 501 8 8 8 8 5970 6373 6507 6588 8 8 8 8 2609 2945 3057 3125 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
5 2549 6 2235 5 1041 7 2072 1 2406 1 643 7 7 7 7 3926 5555 6098 6424 7 7 7 7 2609 3012 3147 3228 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 1 5 0 1 5 0 1 5 0
4 2220 5 2300 4 1041 5 1699 2 2019 2 1706 6 6 6 6 3926 4734 5004 5166 7 7 7 7 3282 4316 4661 4868 1 1 0 1 1 0 1 1 0 1 1 0 1 4 0 1 4 0 1 4 0 1 4 0
